headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
‘It was a pogrom’: Be’eri survivors on the horrific attack by Hamas terrorists,2023-10-11,"['‘It', 'was', 'a', 'pogrom’:', 'Be’eri', 'survivors', 'on', 'the', 'horrific', 'attack', 'by', 'Hamas', 'terrorists']","['‘It', 'wa', 'a', 'pogrom’:', 'Be’eri', 'survivor', 'on', 'the', 'horrific', 'attack', 'by', 'Hamas', 'terrorist']",guardian,unclear,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
US holds talks on Gaza aid corridor as Israel continues airstrikes,2023-10-11,"['US', 'holds', 'talks', 'on', 'Gaza', 'aid', 'corridor', 'as', 'Israel', 'continues', 'airstrikes']","['US', 'hold', 'talk', 'on', 'Gaza', 'aid', 'corridor', 'a', 'Israel', 'continues', 'airstrikes']",guardian,active,0.0,Palestinian suffering,israel,0,Israel,2023-10-09,active
Israel-Gaza attacks: Royals condemn 'barbaric' Hamas attack on Israel,2023-10-11,"['Israel-Gaza', 'attacks:', 'Royals', 'condemn', ""'barbaric'"", 'Hamas', 'attack', 'on', 'Israel']","['Israel-Gaza', 'attacks:', 'Royals', 'condemn', ""'barbaric'"", 'Hamas', 'attack', 'on', 'Israel']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
Israel hostage crisis is every government's worst nightmare,2023-10-11,"['Israel', 'hostage', 'crisis', 'is', 'every', ""government's"", 'worst', 'nightmare']","['Israel', 'hostage', 'crisis', 'is', 'every', ""government's"", 'worst', 'nightmare']",bbc,unclear,1.0,Israeli suffering,none,0,Israel,2023-10-09,passive
How Israel’s Feared Security Services Failed to Stop Hamas’s Attack,2023-10-11,"['How', 'Israel’s', 'Feared', 'Security', 'Services', 'Failed', 'to', 'Stop', 'Hamas’s', 'Attack']","['How', 'Israel’s', 'Feared', 'Security', 'Services', 'Failed', 'to', 'Stop', 'Hamas’s', 'Attack']",nyt,active,1.0,Israeli suffering,none,0,Israel,2023-10-09,active
Children among 17 Britons dead or missing in Israel,2023-10-11,"['Children', 'among', '17', 'Britons', 'dead', 'or', 'missing', 'in', 'Israel']","['Children', 'among', '17', 'Britons', 'dead', 'or', 'missing', 'in', 'Israel']",bbc,active,2.0,Other suffering,none,0,Other,2023-10-09,passive
Biden says Israel ‘has a duty to respond’ to attacks – as it happened,2023-10-11,"['Biden', 'says', 'Israel', '‘has', 'a', 'duty', 'to', 'respond’', 'to', 'attacks', '–', 'as', 'it', 'happened']","['Biden', 'say', 'Israel', '‘has', 'a', 'duty', 'to', 'respond’', 'to', 'attack', '–', 'a', 'it', 'happened']",guardian,active,,No suffering described,none,0,Israel,2023-10-09,active
"Listen: Israel-Gaza War Explained, Unpacking the Politics of Gender, Tupac Shakur’s Murder Solved?",2023-10-12,"['Listen:', 'Israel-Gaza', 'War', 'Explained,', 'Unpacking', 'the', 'Politics', 'of', 'Gender,', 'Tupac', 'Shakur’s', 'Murder', 'Solved?']","['Listen:', 'Israel-Gaza', 'War', 'Explained,', 'Unpacking', 'the', 'Politics', 'of', 'Gender,', 'Tupac', 'Shakur’s', 'Murder', 'Solved?']",nyt,active,,No suffering described,none,1,Other,2023-10-09,active
Blinken Stresses Support for Israel While Urging Restraint on Gaza Airstrikes,2023-10-12,"['Blinken', 'Stresses', 'Support', 'for', 'Israel', 'While', 'Urging', 'Restraint', 'on', 'Gaza', 'Airstrikes']","['Blinken', 'Stresses', 'Support', 'for', 'Israel', 'While', 'Urging', 'Restraint', 'on', 'Gaza', 'Airstrikes']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-10-09,active
"As Warnings of Crisis in Gaza Mount, Palestinians Struggle to Find Room for the Dead",2023-10-12,"['As', 'Warnings', 'of', 'Crisis', 'in', 'Gaza', 'Mount,', 'Palestinians', 'Struggle', 'to', 'Find', 'Room', 'for', 'the', 'Dead']","['As', 'Warnings', 'of', 'Crisis', 'in', 'Gaza', 'Mount,', 'Palestinians', 'Struggle', 'to', 'Find', 'Room', 'for', 'the', 'Dead']",nyt,active,0.0,Palestinian suffering,none,0,Other,2023-10-09,active
‘We Are Waiting’: Family of an Israeli Hostage Marks Her Birthday,2023-10-12,"['‘We', 'Are', 'Waiting’:', 'Family', 'of', 'an', 'Israeli', 'Hostage', 'Marks', 'Her', 'Birthday']","['‘We', 'Are', 'Waiting’:', 'Family', 'of', 'an', 'Israeli', 'Hostage', 'Marks', 'Her', 'Birthday']",nyt,active,1.0,Israeli suffering,none,0,Other,2023-10-09,active
‘I Feel Guilty’: Retired Israeli General Visits Site of Hamas Attacks,2023-10-12,"['‘I', 'Feel', 'Guilty’:', 'Retired', 'Israeli', 'General', 'Visits', 'Site', 'of', 'Hamas', 'Attacks']","['‘I', 'Feel', 'Guilty’:', 'Retired', 'Israeli', 'General', 'Visits', 'Site', 'of', 'Hamas', 'Attacks']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
Gaza Hospital Inundated With Wounded Patients,2023-10-12,"['Gaza', 'Hospital', 'Inundated', 'With', 'Wounded', 'Patients']","['Gaza', 'Hospital', 'Inundated', 'With', 'Wounded', 'Patients']",nyt,active,0.0,Palestinian suffering,none,0,Other,2023-10-09,passive
"At least 25 Americans killed in Hamas attack, Antony Blinken says",2023-10-12,"['At', 'least', '25', 'Americans', 'killed', 'in', 'Hamas', 'attack,', 'Antony', 'Blinken', 'says']","['At', 'least', '25', 'Americans', 'killed', 'in', 'Hamas', 'attack,', 'Antony', 'Blinken', 'say']",guardian,active,2.0,Other suffering,hamas,1,Hamas,2023-10-09,passive
BBC crew find injured friends in overrun Gaza hospital,2023-10-12,"['BBC', 'crew', 'find', 'injured', 'friends', 'in', 'overrun', 'Gaza', 'hospital']","['BBC', 'crew', 'find', 'injured', 'friend', 'in', 'overrun', 'Gaza', 'hospital']",bbc,active,0.0,Palestinian suffering,none,0,Other,2023-10-09,active
Watch: Breaking down the video of huge Hamas attack,2023-10-12,"['Watch:', 'Breaking', 'down', 'the', 'video', 'of', 'huge', 'Hamas', 'attack']","['Watch:', 'Breaking', 'down', 'the', 'video', 'of', 'huge', 'Hamas', 'attack']",bbc,unclear,,No suffering described,hamas,0,Hamas,2023-10-09,active
"Hamas attacks on Israel had echoes of Nazi massacres, says Antony Blinken",2023-10-12,"['Hamas', 'attacks', 'on', 'Israel', 'had', 'echoes', 'of', 'Nazi', 'massacres,', 'says', 'Antony', 'Blinken']","['Hamas', 'attack', 'on', 'Israel', 'had', 'echo', 'of', 'Nazi', 'massacres,', 'say', 'Antony', 'Blinken']",guardian,active,1.0,Israeli suffering,hamas,1,Hamas,2023-10-09,active
CCTV shows moment women escape Israeli moshav attack,2023-10-12,"['CCTV', 'shows', 'moment', 'women', 'escape', 'Israeli', 'moshav', 'attack']","['CCTV', 'show', 'moment', 'woman', 'escape', 'Israeli', 'moshav', 'attack']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-09,active
Antisemitic incidents 'quadruple in UK' since Hamas attack in Israel,2023-10-12,"['Antisemitic', 'incidents', ""'quadruple"", 'in', ""UK'"", 'since', 'Hamas', 'attack', 'in', 'Israel']","['Antisemitic', 'incident', ""'quadruple"", 'in', ""UK'"", 'since', 'Hamas', 'attack', 'in', 'Israel']",bbc,unclear,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
Drone footage shows aftermath of Israeli airstrikes,2023-10-12,"['Drone', 'footage', 'shows', 'aftermath', 'of', 'Israeli', 'airstrikes']","['Drone', 'footage', 'show', 'aftermath', 'of', 'Israeli', 'airstrikes']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-09,passive
CCTV shows moment women escape Israeli kibbutz attack,2023-10-12,"['CCTV', 'shows', 'moment', 'women', 'escape', 'Israeli', 'kibbutz', 'attack']","['CCTV', 'show', 'moment', 'woman', 'escape', 'Israeli', 'kibbutz', 'attack']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-09,active
Israel sends soldiers to north fearing attack from Hezbollah in Lebanon,2023-10-12,"['Israel', 'sends', 'soldiers', 'to', 'north', 'fearing', 'attack', 'from', 'Hezbollah', 'in', 'Lebanon']","['Israel', 'sends', 'soldier', 'to', 'north', 'fearing', 'attack', 'from', 'Hezbollah', 'in', 'Lebanon']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-09,active
"Land, air and sea: Video analysis shows how Hamas coordinated huge attack",2023-10-12,"['Land,', 'air', 'and', 'sea:', 'Video', 'analysis', 'shows', 'how', 'Hamas', 'coordinated', 'huge', 'attack']","['Land,', 'air', 'and', 'sea:', 'Video', 'analysis', 'show', 'how', 'Hamas', 'coordinated', 'huge', 'attack']",bbc,active,0.0,Palestinian suffering,hamas,0,Hamas,2023-10-09,active
Israel-Gaza attacks: Families of British diplomats to leave Israel,2023-10-12,"['Israel-Gaza', 'attacks:', 'Families', 'of', 'British', 'diplomats', 'to', 'leave', 'Israel']","['Israel-Gaza', 'attacks:', 'Families', 'of', 'British', 'diplomat', 'to', 'leave', 'Israel']",bbc,active,1.0,Israeli suffering,none,0,Other,2023-10-09,passive
Hamas Attack on Israel Brings New Scrutiny of Group’s Ties to Iran,2023-10-13,"['Hamas', 'Attack', 'on', 'Israel', 'Brings', 'New', 'Scrutiny', 'of', 'Group’s', 'Ties', 'to', 'Iran']","['Hamas', 'Attack', 'on', 'Israel', 'Brings', 'New', 'Scrutiny', 'of', 'Group’s', 'Ties', 'to', 'Iran']",nyt,unclear,,No suffering described,hamas,0,Hamas,2023-10-09,active
‘United Because of This Disaster’: Israelis Rush to Volunteer After Hamas Attacks,2023-10-13,"['‘United', 'Because', 'of', 'This', 'Disaster’:', 'Israelis', 'Rush', 'to', 'Volunteer', 'After', 'Hamas', 'Attacks']","['‘United', 'Because', 'of', 'This', 'Disaster’:', 'Israelis', 'Rush', 'to', 'Volunteer', 'After', 'Hamas', 'Attacks']",nyt,unclear,1.0,Israeli suffering,hamas,0,Israel,2023-10-09,active
"Airstrikes Intensify in Gaza, and More",2023-10-13,"['Airstrikes', 'Intensify', 'in', 'Gaza,', 'and', 'More']","['Airstrikes', 'Intensify', 'in', 'Gaza,', 'and', 'More']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-10-09,active
Footage Shows Gaza City Skyline Under Israeli Airstrikes,2023-10-13,"['Footage', 'Shows', 'Gaza', 'City', 'Skyline', 'Under', 'Israeli', 'Airstrikes']","['Footage', 'Shows', 'Gaza', 'City', 'Skyline', 'Under', 'Israeli', 'Airstrikes']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2023-10-09,passive
Hamas attack on Israel kibbutz Be’eri captured by mothers’ WhatsApp group,2023-10-13,"['Hamas', 'attack', 'on', 'Israel', 'kibbutz', 'Be’eri', 'captured', 'by', 'mothers’', 'WhatsApp', 'group']","['Hamas', 'attack', 'on', 'Israel', 'kibbutz', 'Be’eri', 'captured', 'by', 'mothers’', 'WhatsApp', 'group']",bbc,unclear,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
What Does Destroying Gaza Solve?,2023-10-14,"['What', 'Does', 'Destroying', 'Gaza', 'Solve?']","['What', 'Does', 'Destroying', 'Gaza', 'Solve?']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-10-09,active
How BBC verified video of Palestinians killed fleeing Gaza ,2023-10-14,"['How', 'BBC', 'verified', 'video', 'of', 'Palestinians', 'killed', 'fleeing', 'Gaza']","['How', 'BBC', 'verified', 'video', 'of', 'Palestinians', 'killed', 'fleeing', 'Gaza']",bbc,active,0.0,Palestinian suffering,none,1,Israel,2023-10-09,active
Zaka: The volunteers giving dignity to Israel's dead,2023-10-14,"['Zaka:', 'The', 'volunteers', 'giving', 'dignity', 'to', ""Israel's"", 'dead']","['Zaka:', 'The', 'volunteer', 'giving', 'dignity', 'to', ""Israel's"", 'dead']",bbc,unclear,1.0,Israeli suffering,none,0,Other,2023-10-09,active
'I don't eat or sleep' says husband of new mother missing after Hamas attacks,2023-10-14,"[""'I"", ""don't"", 'eat', 'or', ""sleep'"", 'says', 'husband', 'of', 'new', 'mother', 'missing', 'after', 'Hamas', 'attacks']","[""'I"", ""don't"", 'eat', 'or', ""sleep'"", 'say', 'husband', 'of', 'new', 'mother', 'missing', 'after', 'Hamas', 'attack']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,active
"'I just find bombs, dead people... it's really scary' - British-Palestinian girl in Gaza",2023-10-14,"[""'I"", 'just', 'find', 'bombs,', 'dead', 'people...', ""it's"", 'really', ""scary'"", '-', 'British-Palestinian', 'girl', 'in', 'Gaza']","[""'I"", 'just', 'find', 'bombs,', 'dead', 'people...', ""it's"", 'really', ""scary'"", '-', 'British-Palestinian', 'girl', 'in', 'Gaza']",bbc,active,0.0,Palestinian suffering,none,0,Israel,2023-10-09,active
"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",2023-10-14,"['Poised', 'for', 'Attack,', 'Israel', 'Steps', 'Up', 'Calls', 'for', 'Gaza', 'Residents', 'to', 'Leave', '‘Battle', 'Zone’']","['Poised', 'for', 'Attack,', 'Israel', 'Steps', 'Up', 'Calls', 'for', 'Gaza', 'Residents', 'to', 'Leave', '‘Battle', 'Zone’']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2023-10-09,active
London vigil for victims of Hamas attack held,2023-10-15,"['London', 'vigil', 'for', 'victims', 'of', 'Hamas', 'attack', 'held']","['London', 'vigil', 'for', 'victim', 'of', 'Hamas', 'attack', 'held']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-09,passive
F.B.I. Tracks Increased Threats to Jews and Muslims After Hamas Attack,2023-10-15,"['F.B.I.', 'Tracks', 'Increased', 'Threats', 'to', 'Jews', 'and', 'Muslims', 'After', 'Hamas', 'Attack']","['F.B.I.', 'Tracks', 'Increased', 'Threats', 'to', 'Jews', 'and', 'Muslims', 'After', 'Hamas', 'Attack']",nyt,active,2.0,Other suffering,hamas,0,Hamas,2023-10-09,passive
Why the Safety of Israeli Hostages Must Come First,2023-10-15,"['Why', 'the', 'Safety', 'of', 'Israeli', 'Hostages', 'Must', 'Come', 'First']","['Why', 'the', 'Safety', 'of', 'Israeli', 'Hostages', 'Must', 'Come', 'First']",nyt,active,1.0,Israeli suffering,none,0,Other,2023-10-09,active
Slaughter at a Festival of Peace and Love Leaves Israel Transformed,2023-10-15,"['Slaughter', 'at', 'a', 'Festival', 'of', 'Peace', 'and', 'Love', 'Leaves', 'Israel', 'Transformed']","['Slaughter', 'at', 'a', 'Festival', 'of', 'Peace', 'and', 'Love', 'Leaves', 'Israel', 'Transformed']",nyt,active,1.0,Israeli suffering,none,1,Other,2023-10-09,passive
‘A Day of Horror:’ Kibbutz Massacre Survivors Recount Hamas Attack,2023-10-15,"['‘A', 'Day', 'of', 'Horror:’', 'Kibbutz', 'Massacre', 'Survivors', 'Recount', 'Hamas', 'Attack']","['‘A', 'Day', 'of', 'Horror:’', 'Kibbutz', 'Massacre', 'Survivors', 'Recount', 'Hamas', 'Attack']",nyt,unclear,1.0,Israeli suffering,hamas,1,Hamas,2023-10-09,active
Entire streets destroyed in Gaza refugee camp,2023-10-16,"['Entire', 'streets', 'destroyed', 'in', 'Gaza', 'refugee', 'camp']","['Entire', 'street', 'destroyed', 'in', 'Gaza', 'refugee', 'camp']",bbc,unclear,0.0,Palestinian suffering,none,0,Israel,2023-10-16,passive
British sisters missing after Hamas attack on Israel,2023-10-16,"['British', 'sisters', 'missing', 'after', 'Hamas', 'attack', 'on', 'Israel']","['British', 'sister', 'missing', 'after', 'Hamas', 'attack', 'on', 'Israel']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-16,passive
Six British citizens killed in Hamas attack - Sunak,2023-10-16,"['Six', 'British', 'citizens', 'killed', 'in', 'Hamas', 'attack', '-', 'Sunak']","['Six', 'British', 'citizen', 'killed', 'in', 'Hamas', 'attack', '-', 'Sunak']",bbc,unclear,2.0,Other suffering,hamas,1,Hamas,2023-10-16,passive
‘Kidnapped’ Posters Express Anguish Over Israeli Hostages,2023-10-16,"['‘Kidnapped’', 'Posters', 'Express', 'Anguish', 'Over', 'Israeli', 'Hostages']","['‘Kidnapped’', 'Posters', 'Express', 'Anguish', 'Over', 'Israeli', 'Hostages']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2023-10-16,active
"For Hostages’ Families, an ‘Endless Loop of Hope and Despair’",2023-10-16,"['For', 'Hostages’', 'Families,', 'an', '‘Endless', 'Loop', 'of', 'Hope', 'and', 'Despair’']","['For', 'Hostages’', 'Families,', 'an', '‘Endless', 'Loop', 'of', 'Hope', 'and', 'Despair’']",nyt,unclear,,No suffering described,none,0,Other,2023-10-16,active
Trump Vows to Reject Gazan Refugees After Israel Attack,2023-10-16,"['Trump', 'Vows', 'to', 'Reject', 'Gazan', 'Refugees', 'After', 'Israel', 'Attack']","['Trump', 'Vows', 'to', 'Reject', 'Gazan', 'Refugees', 'After', 'Israel', 'Attack']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2023-10-16,active
Hamas Posts Hostage Video of Woman Abducted From Israeli Music Festival,2023-10-16,"['Hamas', 'Posts', 'Hostage', 'Video', 'of', 'Woman', 'Abducted', 'From', 'Israeli', 'Music', 'Festival']","['Hamas', 'Posts', 'Hostage', 'Video', 'of', 'Woman', 'Abducted', 'From', 'Israeli', 'Music', 'Festival']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-16,active
U.S. and Israel Focus on Hezbollah’s Next Move After Hamas Attack,2023-10-16,"['U.S.', 'and', 'Israel', 'Focus', 'on', 'Hezbollah’s', 'Next', 'Move', 'After', 'Hamas', 'Attack']","['U.S.', 'and', 'Israel', 'Focus', 'on', 'Hezbollah’s', 'Next', 'Move', 'After', 'Hamas', 'Attack']",nyt,unclear,,No suffering described,hamas,0,Hamas,2023-10-16,active
Layla Moran: My relatives have nowhere to go in Gaza after bombing,2023-10-17,"['Layla', 'Moran:', 'My', 'relatives', 'have', 'nowhere', 'to', 'go', 'in', 'Gaza', 'after', 'bombing']","['Layla', 'Moran:', 'My', 'relative', 'have', 'nowhere', 'to', 'go', 'in', 'Gaza', 'after', 'bombing']",bbc,active,0.0,Palestinian suffering,none,0,Israel,2023-10-16,active
Family tell of heartbreak after Israel kidnap live-stream,2023-10-17,"['Family', 'tell', 'of', 'heartbreak', 'after', 'Israel', 'kidnap', 'live-stream']","['Family', 'tell', 'of', 'heartbreak', 'after', 'Israel', 'kidnap', 'live-stream']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-16,passive
"In Gaza, wounded children with no surviving family",2023-10-17,"['In', 'Gaza,', 'wounded', 'children', 'with', 'no', 'surviving', 'family']","['In', 'Gaza,', 'wounded', 'child', 'with', 'no', 'surviving', 'family']",bbc,unclear,0.0,Palestinian suffering,none,0,Israel,2023-10-16,passive
Family seeks answers after Israel kidnap live-stream horror,2023-10-17,"['Family', 'seeks', 'answers', 'after', 'Israel', 'kidnap', 'live-stream', 'horror']","['Family', 'seek', 'answer', 'after', 'Israel', 'kidnap', 'live-stream', 'horror']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-10-16,active
"British teen missing in Hamas attack on Israel confirmed dead, family say",2023-10-17,"['British', 'teen', 'missing', 'in', 'Hamas', 'attack', 'on', 'Israel', 'confirmed', 'dead,', 'family', 'say']","['British', 'teen', 'missing', 'in', 'Hamas', 'attack', 'on', 'Israel', 'confirmed', 'dead,', 'family', 'say']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-10-16,passive
Iran warns of ‘multiple fronts’ if Israel’s Gaza attacks continue.,2023-10-17,"['Iran', 'warns', 'of', '‘multiple', 'fronts’', 'if', 'Israel’s', 'Gaza', 'attacks', 'continue.']","['Iran', 'warns', 'of', '‘multiple', 'fronts’', 'if', 'Israel’s', 'Gaza', 'attack', 'continue.']",nyt,active,,No suffering described,israel,0,Other,2023-10-16,active
A Blast Killed Hundreds at a Hospital in Gaza,2023-10-17,"['A', 'Blast', 'Killed', 'Hundreds', 'at', 'a', 'Hospital', 'in', 'Gaza']","['A', 'Blast', 'Killed', 'Hundreds', 'at', 'a', 'Hospital', 'in', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,1,Israel,2023-10-16,passive
Wednesday Briefing: Blast Kills Hundreds at a Gaza Hospital,2023-10-17,"['Wednesday', 'Briefing:', 'Blast', 'Kills', 'Hundreds', 'at', 'a', 'Gaza', 'Hospital']","['Wednesday', 'Briefing:', 'Blast', 'Kills', 'Hundreds', 'at', 'a', 'Gaza', 'Hospital']",nyt,active,0.0,Palestinian suffering,none,1,Israel,2023-10-16,passive
‘No More Safe Places in Gaza’: Evacuees Face Airstrikes in North and South,2023-10-17,"['‘No', 'More', 'Safe', 'Places', 'in', 'Gaza’:', 'Evacuees', 'Face', 'Airstrikes', 'in', 'North', 'and', 'South']","['‘No', 'More', 'Safe', 'Places', 'in', 'Gaza’:', 'Evacuees', 'Face', 'Airstrikes', 'in', 'North', 'and', 'South']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-10-16,active
The Gaza hospital where hundreds were reported killed is a mainstay for Palestinians.,2023-10-17,"['The', 'Gaza', 'hospital', 'where', 'hundreds', 'were', 'reported', 'killed', 'is', 'a', 'mainstay', 'for', 'Palestinians.']","['The', 'Gaza', 'hospital', 'where', 'hundred', 'were', 'reported', 'killed', 'is', 'a', 'mainstay', 'for', 'Palestinians.']",nyt,passive,0.0,Palestinian suffering,none,1,Israel,2023-10-16,active
